0	1	2	mean_p	var_p	n_snps	l2_diff	l2_diff_lower	diff_l2	diff_l2_lower
412	12	NR4A1	1.0169548279528116e-45	1.9340883956601053e-47	581	26.843737353521263	18.315560770490237	79.36108374490844	56.11676047835221
413	9	SLC1A1	2.7153950291558033e-134	1.8199358822793235e-57	858	27.750869081429585	18.641833933933583	99.70534141548639	70.50232303542309
414	10	FAM196A	2.621767892434082e-55	1.9264088472047744e-25	627	21.374667162117717	14.374271281224914	77.62172326646002	54.886846889111055
415	6	HIST1H2AB	6.980313055972711e-97	2.162411987126279e-56	650	41.12181676235494	28.50785847362677	126.04722533472459	89.12884778394135
416	6	GMPR	1.7837842692305096e-62	2.4468735538575774e-36	610	17.61516583903115	11.765869117891825	71.74156223520701	50.728945149444364
417	12	SLC2A13	8.715805083781418e-78	1.0235463196629845e-09	532	27.297696084149564	18.86757740628329	102.4348235870556	72.43235838806345
418	7	ADCYAP1R1	3.3396353070529627e-54	3.5694454467018473e-17	582	22.611922550997377	15.249049641160589	80.15151024328895	56.67567641538351
419	6	HSPA1L	3.5715324292555455e-75	7.666519832019983e-20	899	34.10528367486978	23.71440070808076	166.74352271328692	117.90547562950661
420	18	GALR1	1.7416691658093666e-59	2.4709272375841237e-41	705	26.018487344514895	17.473022937054182	86.19955794297441	60.95229195677266
421	21	PRED57	1.0183226021573752e-44	2.6684784563923387e-20	560	25.283367970256165	17.09493714933229	75.76660213213066	53.575078155103306
422	22	PRR5-ARHGAP8	6.861807980029144e-65	5.4509199907196314e-27	794	19.45440404848533	12.91810988888156	81.42799496231073	57.57828741628838
423	10	PLEKHA1	1.0534816206746373e-48	7.193579679981319e-28	581	21.367523032436395	14.423842310280286	75.04875196412158	53.06748143342939
424	1	FAM89A	2.3894428109820398e-52	2.2964806881248227e-22	564	24.79337267814857	16.863796255812467	81.97752224181883	57.96686188207121
425	14	VASH1	2.887617411317583e-59	2.793896747678824e-28	561	16.122599187137503	10.67726582945776	64.35212348193136	45.50382289784052
426	20	CST8	4.51520667426503e-95	5.634330680384393e-46	557	32.300055114710375	22.017159981599008	90.49000759140218	63.98609799751135
427	1	FH	1.1233625526329013e-68	5.131341155616331e-50	585	18.928846294439282	12.588342014019474	64.77064720061831	45.79976385741097
428	1	GPATCH2	1.2796459362867905e-121	3.722881417974535e-95	650	31.98753200790655	21.701929315304803	93.25863500607471	65.94381321700632
429	5	PDZD2	1.872838625709393e-74	2.408711559964973e-44	805	27.88565761304872	18.68005630686757	88.82256387186547	62.80703723618537
430	6	VPS52	6.624166893107331e-38	0.0039564335191407535	1045	25.97457416925073	18.03167954200252	168.88159344754024	119.41731994435389
431	10	ITIH5	1.0814306134679175e-47	5.3139477834480984e-20	618	20.053055432839386	13.462222301094073	71.20456486374724	50.34923066660652
432	11	OR8B3	2.11215773019571e-52	1.07473590875949e-51	544	50.176727220668226	34.50612307328865	103.01417870096091	72.84202431781995
433	2	SPP2	1.50056599233381e-40	3.15622460617354e-23	761	26.932426659205433	18.291962986259662	93.90394549591379	66.40011664034539
434	5	CDH12	2.961875751836324e-100	1.900812465614001e-91	719	40.97822297203601	28.09956321609667	103.95753679523342	73.50907922336994
435	11	MICALCL	4.561548641799606e-84	1.4444914410470733e-65	656	26.57494192940156	17.75387430893405	78.94843967079693	55.824977055329164
436	6	PDSS2	1.7298992876582148e-99	9.445859767226992e-43	603	29.64776169142057	20.00851345621348	82.08134742752345	58.040277374942704
437	6	TCF19	6.453603423759552e-93	1.7846708514880635e-18	1369	48.804546105699444	34.11393649512485	236.4283769542692	167.18010860930306
438	5	MED10	9.832726155175005e-77	1.7738872997477367e-44	626	22.2142156605575	14.907011474826113	77.50313959922265	54.80299557387016
439	11	RP11-212D19.4	8.452745967348216e-75	2.3870582638895216e-39	580	25.134710080115312	16.946042719477724	76.77763545567656	54.28998667418897
440	2	NCK2	8.494249245273836e-64	1.2371986062287665e-26	645	22.794929569128925	15.420344225346625	86.62821338977493	61.25539712999706
441	9	AL161450.1	6.219136577543215e-46	1.1125800363396305e-25	539	32.38760598342378	21.921437501713704	80.81330680512043	57.14363725201941
442	1	CACNA1S	6.810177167681087e-66	7.417816074547558e-23	662	22.610979017820853	15.340457293988727	89.16948498309812	63.052347506472636
443	6	ZBTB9	1.604066474015486e-29	1.0024023913721344e-05	843	25.278483537322387	17.493834893754737	151.45053515926082	107.0917004254529
444	20	NOP56	7.610736043411802e-53	6.125680725325587e-25	548	18.79932848300956	12.561020594875998	66.48862480246069	47.014557469601115
445	4	STOX2	4.4663883318935043e-69	2.6465102567781805e-35	643	17.270657858970452	11.309906976764971	66.8295333755618	47.25561623340703
446	7	ORC5	5.987974140936956e-128	8.346791366149193e-29	623	29.712282965483524	20.169852328129508	89.52315338674728	63.30242883298361
447	10	ADARB2	2.4061183713667777e-104	2.6968531175460286e-68	953	27.71581364312449	18.699178488384163	103.8593954025785	73.43968277911394
448	3	RBMS3	4.687698826448732e-127	6.333702062169993e-79	1136	37.46517847998295	25.407628457932034	119.98048597882452	84.8390152456987
449	9	RXRA	1.3108396375779968e-86	4.661440174295614e-58	591	18.64040945525423	12.242159754865398	60.126342422981715	42.515744455249205
450	6	DDR1	1.8620688439172144e-81	0.013022685418771588	1338	42.37196124241393	29.636636304026524	221.6342308180597	156.71906755452437
451	7	ATXN7L1	1.5073747915795438e-21	1.2946144147774085e-14	589	24.782155974073603	16.83737420522975	79.48168572133105	56.20203895370358
452	15	LRRK1	6.95276305404456e-82	2.2103982833650945e-37	730	20.998862861747767	13.965415474754032	77.85994776731715	55.05529704911322
453	11	OR56A1	2.7786707221637935e-30	3.951966957094065e-13	619	15.965487909856407	10.799205807717051	70.8244392480893	50.0804412660714
454	21	HMGN1	1.6618591066055546e-40	8.355451438499087e-17	650	26.587099546123525	18.106970632613383	85.34286070911	60.34651553328257
455	19	LIM2	9.654849066454813e-41	1.0440813528757766e-15	623	15.724175565460015	10.406460795913105	63.76624898309321	45.08954706678942
456	12	RP11-545J16.1	1.0307635308334794e-52	3.6565653684835312e-25	708	35.09533262801625	24.144206531910058	107.16425410340331	75.77657077732484
457	19	NLRP11	2.295609585697333e-47	2.196341269771262e-19	550	14.999989698493017	9.832875770496472	60.164059962821206	42.54241478343955
458	2	ARHGAP25	2.421316901510868e-59	1.1880299343517463e-07	553	20.207677047484367	13.685717873550516	75.0518268077155	53.06965567618594
459	2	ARHGAP15	1.4891861209962546e-53	9.703524674794197e-13	552	19.446954377767483	13.190377593889473	74.83941924374983	52.91946084732848
460	9	MUSK	3.492672114886038e-65	7.45801196642834e-20	630	21.31072216418903	14.408453452746443	85.4455259376948	60.419110812608025
461	9	PIP5K1B	4.423084035030027e-65	1.144843105068996e-32	582	24.44234981512767	16.655229558568614	85.73075387774476	60.62079742320005
462	4	SORCS2	1.0292128207315231e-72	6.17105990224121e-36	1009	23.4507626484004	15.613381640602512	94.5235706422089	66.83825778308704
463	4	FGFBP2	1.3567702217487807e-46	6.686355233140055e-10	554	20.137710320792323	13.64690081907505	76.92064183877802	54.3911074574323
464	3	SYN2	2.440340735750691e-41	5.247197318029061e-22	570	24.438667447806566	16.6573688055241	90.53506056101604	64.01795525783838
465	14	MDGA2	9.458581489110952e-120	1.2127285293954315e-80	714	38.8307894245129	26.622357663718986	110.6189554515061	78.21941352754224
466	1	NUF2	1.5426926428868422e-71	1.705259929073629e-33	592	24.664552602447714	16.74166209956922	78.09129613822525	55.2188850509968
467	14	KCNH5	7.519743298017075e-116	4.46925161395241e-50	614	31.356624275072377	21.327895484573666	89.38961259251968	63.208001231820205
468	22	RFPL3S	1.4991939478107406e-53	9.979264721154883e-34	605	20.712119487730774	13.966653617962535	78.05814581734033	55.195444234301746
469	20	PCK1	2.3779520813381556e-77	2.4253872357388717e-37	638	19.853367159315184	13.150521166198772	71.8585372581938	50.81165898142968
470	14	SYNJ2BP-COX16	1.1954141424173016e-74	5.797292620775082e-72	574	29.121914865870863	19.760817309125464	83.03766018768565	58.71649261258712
471	18	LDLRAD4	2.5181806409289594e-57	4.296109627078419e-34	636	26.518600272107264	17.897473716574744	83.06086826708714	58.73290320291077
472	12	METAP2	1.6099406659848757e-48	5.42979332576661e-11	552	20.844450876260936	14.141732479558776	75.89612966579988	53.66666795251195
473	9	ORM2	1.4824747006977525e-54	1.3539241497895912e-29	627	21.59892229446666	14.547021190902477	76.55965756884449	54.135853032261494
474	11	TRIM68	3.0389946593291177e-71	3.110327357064224e-31	664	28.65928926790059	19.489133349525957	94.19899784165963	66.60875015482499
475	5	COMMD10	7.219113468999805e-40	1.0276167093399865e-27	747	31.91214777714272	21.813364111964674	100.02953978070364	70.7315658979165
476	14	PAX9	1.089460210031818e-78	3.919453517499126e-43	571	26.80026771215718	18.152658884704678	77.65735932243791	54.91204538594796
477	18	HRH4	2.773575610038756e-57	4.1255012891204746e-42	556	37.500053125626465	25.377645449349146	91.95536324573779	65.02226091754243
478	1	TSNAX-DISC1	8.040290484787742e-46	8.733152413235054e-32	632	28.064697301361633	19.005841738693896	81.72650929505308	57.78936892524985
479	11	SRPRA	6.135471401446684e-56	1.400058474084944e-26	614	19.78327327621834	13.28852725982994	73.64882737302415	52.077585261915
480	2	LPIN1	2.4874150905563836e-71	7.639287654472987e-28	591	21.633591894837863	14.476414631763895	74.48990633175944	52.67231789715055
481	9	AMBP	4.133177245887555e-66	1.3886102522223483e-40	637	22.497828251192047	15.07008537175308	74.62102898055566	52.76503561128045
482	11	GALNT18	2.7679123714069877e-158	9.874111530134457e-93	985	31.92625698536156	21.475986078270253	106.52290072399727	75.3230654536136
483	16	MAP1LC3B	1.6668715367852382e-79	7.741639073606049e-31	578	23.446256736660217	15.677773663778801	76.25226700731658	53.91849508173228
484	22	TST	6.588052513213911e-64	7.63743582103684e-25	651	17.794338426495543	11.828383607756393	69.01936278595406	48.804059459137186
485	11	SHANK2	3.779328776903845e-58	4.1120210138944635e-36	682	24.106939862911503	16.316431185001235	83.33906116683897	58.92961528880466
486	14	RAD51B	4.327399225872341e-66	3.2195942627006824e-30	880	32.60876663788635	22.251359174304667	114.2990513166905	80.82163426923383
487	1	TTC13	5.914294631332326e-54	6.395347280634951e-25	591	24.34233626514505	16.530939744069777	83.15970015105455	58.802787898260874
488	8	C8orf74	1.0162235464274889e-133	5.066360289386686e-115	704	86.71995799345368	59.87408736391821	158.49669617097868	112.0740886581693
489	10	KLF6	1.512150337759307e-70	3.464125072086586e-42	603	23.56078758471621	15.771471765225115	76.8264718999356	54.32451925509385
490	7	MPP6	3.9301088668964296e-120	1.8613117030267558e-37	656	36.35023409718799	24.718195591375355	98.42806333518237	69.59915104337722
491	12	TMEM132D	6.080127817027338e-158	1.1067044319833405e-55	1231	24.387880999941345	16.1825595556506	104.52364387384472	73.90937737754052
492	20	PLCB4	7.292759625787879e-116	1.0504712326776853e-70	862	35.117865767843554	23.797163132223986	102.21072601388425	72.27389747443118
493	9	AUH	1.9715939655046025e-59	3.0582344234069674e-25	581	19.372354397932995	13.086399574747858	78.28678811892502	55.35711875621753
494	9	SH3GL2	3.2781251653059855e-48	1.0226629049282495e-17	654	29.622743196236314	20.282802922594357	94.39266108030274	66.74569074413486
495	14	SERPINA1	3.115442765968317e-62	1.2970220151789982e-21	773	22.86966362414229	15.395348408676668	86.43105748477599	61.1159868526237
496	6	PPP1R18	1.2228342417293299e-50	0.10744871511638292	1218	36.74363235516472	25.704250153630284	212.80612199312895	150.47665193936302
497	11	TENM4	7.138678624592852e-59	1.4401177155239265e-39	924	44.634254530870365	30.438897316743507	118.4187606893666	83.73470870317006
498	1	ST6GALNAC3	5.37835118298525e-61	3.655704903745809e-34	724	28.30632077423519	19.234336813108698	97.20998432632021	68.73783911619087
499	16	CES5A	1.5412031671378445e-58	2.186610501427895e-28	576	25.348026074881858	17.250644159542738	75.33975783848261	53.273253660554246
500	8	BNIP3L	1.3612422448583229e-67	1.1614738177407446e-32	710	22.941681038592506	15.526915377528809	92.53545797196523	65.43244983219182
